Number,Name,ID
1072,palia - brasil 🇧🇷,1104935928159543376
1073,dkt vendas [+18] 😈 #2k,961759321639755777
1074,dynasty society #2k,806624150814720021
1075,nft | games,879215515493601320
1076,newlands servers,736312710173818971
1077,cafofo da pão 🍞,1015683116276383924
1078,night gamers,784201414704103455
1079,gta online br,950546687477317663
1080,indie's community 🍓,617055409697718282
1081,galaxy anime's & social 合,887098989109993473
1082,futverse ⚽ & futebol,1089972652871000164
1083,💪 | passionev2,737881658061094972
1084,🏆tropa da cosmolandia,813148645250957343
1085,⛩〘dragon ball - rp : space 〙,796726780878782465
1086,✨ neo piece (em óbito)﹐rp/rpg #1.5k,1017920752881782844
1087,stray kids br 🎸#rockstar,954465039438450689
1088,sunest,981354171213168720
1090,sr carlinhos - memes,879398935460999228
1091,u reinu,733288139753521283
1092,castle of anime's 符,1052745768882155650
1093,carlinhos nation,1062978478363918387
1094,dussk universe #2k,944659822756888657
1095,elevar 369,1077361010639372288
1096,𝐀𝐒𝐆𝐀𝐑𝐃,824254880575258674
1097,extermine esports,687299215759638580
1098,fastcode store,1058457685902774353
1099,🎃﹒station coffee,772182631798276158
1100,juh store mm2',829732917390344232
1101,little island,889666710221783050
1102,girls +18,1029113789272047737
1103,🪄﹒destiny light ꜝꜝ,760668313759252531
1104,servidor do monochampionyt,727210071272194108
1105,vipers,709067489551712267
1106,geek lineage,954149109395230751
1107,creative club 🌊 suporte & comunidade,895756577859059753
1108,🚀┆são paulo roleplay - season 2 🎅,763550993907974164
1109,black friday gacha store #14k,1173684337770774568
1110,📢 nxs divulgações,1134296552849014804
1111,🌎𝐖𝐨𝐫𝐥𝐝𝐖𝐚𝐫𝐁𝐑,849696655510863914
1112,mudamos de server!!!,788025016209768479
1113,🔞 cabaré secreto,796407000409178142
1114,❛🐬𓂃(青❜ the foundation )ꮺ,1049483502011285514
1115,infinity gg,927538090589954088
1116,👑 lotus lounge,1150529420835176558
1117,ぎ・black lineage,930210838973939775
1118,cafofo dos macacos,933958627734224977
1119,cavaleiros do among us oficial,838443961211158608
1120,corey's market,850118699884609596
1121,🩸・twd™ - unturned,873757956552949782
1122,vale das e-girls 🔥,734871287603658795
1123,ysnow packs 3k,943670028509773925
1124,tropa do bronks,1110255872631898124
1125,covil7 store,1048757196030234714
1126,ryex,879204191535505470
1127,rocket vendas 🚀,516331961506070528
1128,🏰• ๖̶̶̶ζ͜͡new fantasy {𝑅𝓟},801929817703972924
1129,puteiro online,777614434368618517
1130,the next generation,456940363471650826
1131,calábria roleplay,1075077826799210617
1132,naruto stars rpg #1500,924513165809696768
1133,aquarius lab 🧙,932539524486135828
1134,blue phoenix,745337964548194335
1135,golden knights,743299433336274988
1136,lunar city 🌙,701241375349276674
1137,fnaf pixel simulator/fan game 🇧🇷,1113191854788329522
1138,union servos,782764560989814795
1139,duppy store #4k 👽,759433044393590795
1140,tgs| the guris society #2k,1085366699852836886
1141,prosperity,945647101671522326
1142,🇧🇷brasil ultra roleplay🇧🇷,762509448656715846
1143,🌈 𝐈𝐬𝐥𝐚𝐧𝐝 𝐏𝐚𝐫𝐚𝐝𝐢𝐬𝐞'𝐬 • 𝐑𝐏/𝐄𝐑𝐏 🏝,899302251426897953
1144,★ kingdom of dawns 🎉ˎˊ˗ #2k,756962335381389421
1145,🖤 • nioharo #2k,1068709315063578654
1146,♡ coffe with love ♡,1023423259187892234
1147,☕・┃cafeteria do hideri!!,796332728332845056
1148,web love acabou!!!,854064131408658452
1149,꒰ 🪸 ꒱ ࣪𓂂 ׅ ꩜lympus .ᐟ.ᐟ ۫ ⭒,1064045315914727495
1150,cdr 🍹| #1k,1118157014200234004
1151,火 curry island '🍜,864276357055512587
1152,tokyo kings 👑,858313382017237012
1153,mundo aquático,768847611163443241
1154,pixelart brasil,506180374112632863
1155,avakin life brasil,990276652871344138
1156,⛩ cidade otaku #2k (em reforma/hiatos),920646194789748767
1157,ʙᴀɪʟᴇ ᴅᴀ ᴀᴋᴀᴛsᴜᴋɪ ★,709785158311608400
1158,🍣ｔᴏᴋʏᴏ ᴍᴀɴᴊɪᴳᵃⁿᵍ🥡,811477097285419078
1159,imperio_sex🔞,773994571687526420
1160,rehzinha,865856347140653086
1163,oktoberfest🔥,767859171168616469
1164,mainstreet,1042530965219704922
1165,new empire's ┃ memes e entretenimento,828381523564691506
1166,terraria ifunny,908842787900882945
1167,☕ game night | animes & jogos,1092948953315676182
1168,death,1036711136323719269
1169,lins #2k,1136670050829467708
1170,☁ “𝙉𝙤𝙢𝙚 𝘾𝙧𝙞𝙖𝙩𝙞𝙫𝙤”,779769416245706764
1171,๑﹒🫧﹕˓ 𝐒outh 𝐏iece 𝐑𝐏 : rumo à grandline南,1043594391450816653
1172,ˏ˒友 °𝐽𝑢𝑗𝑢𝑡𝑠𝑢 𝑆𝑐ℎ𝑜𝑜𝑙.𖦹˖࣪𖥨,974753899212857384
1173,ls stories roleplay,527482705491918858
1174,lolly's bizarre adventure,847504416319471666
1175,• 🎁 migramos,932831094347276298
1176,trator,775685355127046164 
1177,mcbe brasil,434139133569662976
1178,comando da roça 🌴,865348976886153247
1179,sacrott d'oritt🍚,588056992812105787
1180,✽・biblioteca 2023・✽,893962908101382215
1181,server da manu 🧁 #2k,872878233639587880
1182,migramos...,853076182089596958
1183,aomossekai | #2k,935910788189810800
1184,👑 sindria,771444824041586699
1185,koda (migramos),640675075066167345
1186,nitro power 🎁,1031198787923886120
1187,「✰ ✰ ✰」┇ 𝐘𝐨𝐮𝐫 𝐁𝐢𝐳𝐚𝐫𝐫𝐞 𝐀𝐝𝐯𝐞𝐧𝐭𝐮𝐫𝐞: 𝐑𝐏 [ season 3 ],920036005275381770
1188,boleiros f.c. #23,548665234471125023
1189,愛 kingdom fantasy (descontinuado),736231888217440286
1190,🔮 rede amethyst ©,551891615212634132
1191,konoha brasil™ 🇧🇷,726994613591736370
1192,hubbiz digital,1127408474976948275
1193,cidade mobile roleplay #2k,784503528781512755
1194,só lacoste 🐊,916040270452228136
1195,🔥 ldl hot 🔥,1106725349192118362
1196,mudae custom pics,879133438215594024
1197,ligas clash,689601042077319233
1198,vasco da gama,964558605108019260
1199,愛 aniyan's garden,546660755123077120
1200,comunidade - jkzin mods,1005913033945665576
